discount_rate,base_year,step_years,npv_total,npv_capex_overnight,npv_fom,npv_opex_instate,npv_trade_net,npv_ex_trade
0.03,2030,5,40777539956.15184,40932082103.08698,17866003607.963703,672776213.1374997,-18693321968.036343,59470861924.18819
