year,co2_path,cap_mmt,solved_mmt,in_state_mmt,import_mmt,slack_mmt,import_mwh,dual
2030,statutory,8.404599999999999,8.40459999999982,4.701534350628608,3.7030656493712133,1.7763568394002505e-13,11186437.792264996,-0.0
2035,statutory,6.3034500000000016,4.371283221179752,0.012051512735774756,4.359231708443977,1.9321667788202497,13168622.68884103,-0.0
2040,statutory,4.202299999999999,4.202300000000011,0.021127264585582426,4.181172735414429,-1.1546319456101628e-14,12630731.705059027,-0.0
2045,statutory,2.101150000000002,2.1011499999999925,0.03402645018736108,2.0671235498126315,9.325873406851315e-15,6244487.9968118975,-0.0
2050,statutory,0.0,0.0,0.0,0.0,0.0,0.0,-55406.7363986382
