hour,Denver_Res_mw,Denver_Com_mw,Denver_Ind_mw,Denver_mw,East_Res_mw,East_Com_mw,East_Ind_mw,East_mw,Mountain_Res_mw,Mountain_Com_mw,Mountain_Ind_mw,Mountain_mw,North_Res_mw,North_Com_mw,North_Ind_mw,North_mw,South_Res_mw,South_Com_mw,South_Ind_mw,South_mw,West_Res_mw,West_Com_mw,West_Ind_mw,West_mw
31,2116.737688499593,1339.7988753828433,811.5276515514756,4268.064215433911,126.55467017586258,46.4529294605192,93.35612102652983,266.3637206629116,80.04006070538266,70.28432609284538,28.781415459983027,179.10580225821107,454.66363384508406,213.28006693409452,229.14977724818615,897.0934780273648,682.5829083598106,272.5157686684442,212.1098860523285,1167.2085630805832,258.12212053608033,165.4657381282809,171.62870737565268,595.2165660400138
32,2247.704841755157,1506.7004853402027,873.4322685353582,4627.837595630717,135.11389043916253,51.36486503451816,100.47747407494379,286.9562295486245,88.098727710798,83.7115186816205,30.976907501317655,202.78715389373616,494.2459290130083,243.47640014817176,246.6296858691325,984.3520150303126,745.1152299564944,306.90978588143173,228.28996473413483,1280.3149805720611,290.957617895876,179.50501896653603,184.72081751289392,655.1834543753059
33,2444.0592999137248,1854.5931292558907,854.2703797842863,5152.922808953901,149.86553092420672,61.63850249073147,98.27313808969177,309.77717150462996,98.82138987665418,98.34897071603407,30.297317249416555,227.46767784210482,538.2896473545347,306.8148283386908,241.21897370107752,1086.3234493943032,823.8097626878271,359.557656156679,223.28160053142787,1406.649019375934,331.19195203551345,215.7016654228469,180.6682997817542,727.5619172401146
34,2604.6698755539537,2049.737934159663,892.4334703121057,5546.841280025723,146.3389449453687,64.57232315427335,102.66332503064228,313.5745931302843,108.87969274360188,109.01987221487259,31.650798873386137,249.55036383186058,548.473464275972,342.94351996826737,251.99502511082724,1143.4120093550666,870.8800851488876,392.84793516228046,233.25633000341185,1496.98435031458,359.45689559713946,234.76995034307782,188.73935180841974,782.9661977486371
35,2501.5417441380773,2150.21420809896,913.4937933329682,5565.249745570006,140.43580131643736,72.42738093372742,105.0860521688176,317.94923441898237,110.09570912357863,109.06077174812357,32.39771847055089,251.5541993422531,528.4502992651517,350.6404582922308,257.94179515591344,1137.032552713296,804.2509545200426,422.97274846221455,238.7608900854253,1465.9845930676825,353.422081406454,238.20027626997253,193.1933664191037,784.8157240955302
36,2168.066955005633,2183.2592599371533,928.6854371912578,5280.011652134044,129.08973405508183,77.27598301285616,106.83366106410917,313.1993781320472,96.71566353259152,109.8485715858096,32.93650111408698,239.5007362324881,442.59779191730865,355.19293235193726,262.2314355637364,1060.0221598329822,686.4962726209027,424.2608685508755,242.73154695900072,1353.4886881307789,311.3508658827312,235.678769733846,196.40622329874898,743.4358589153262
37,1898.9657257287017,2200.447615800978,931.5813830616302,5030.99472459131,114.81943780827262,78.63329645994773,107.16680346861492,300.61953773683524,81.86088458440945,107.60423891845802,33.03920793015845,222.50433143302592,389.552692193434,359.3844436607502,263.0491592110452,1011.9862950652293,591.1329586408959,428.51486853936944,243.48846355624056,1263.136290736506,278.87237984246354,232.97773538287117,197.01868233869868,708.8687975640335
38,1700.0502240044625,2157.816618833422,931.2696224325483,4789.136465270433,98.13736323143587,78.55452532518208,107.13093930186197,283.8228278584799,68.62982768901303,106.95082078713318,33.028151113828756,208.60879958997498,344.0280949645031,360.95607332302313,262.9611278561403,967.9452961436666,536.8890431188561,429.5065073586218,243.40697833342196,1209.8025288108997,242.67417841175038,232.1967249485162,196.9527485733148,671.8236519335813
39,1502.1301331928898,2099.344491445791,914.741360922526,4516.215985561207,86.7417114245904,77.11512150458097,105.22956923894685,269.08640216811824,62.57588938031699,104.69798995114611,32.44196435797177,199.71584368943485,307.7830781121277,354.31130235379874,258.29406883962923,920.3884493055557,508.91255729279163,421.44644719735817,239.08696821567483,1169.4459727058247,212.46408945310725,231.14044417875348,193.45721252755143,637.0617461594121
40,1303.863338858735,2012.6887050147168,891.2864142621635,4207.838458135616,75.31052410303046,75.14591999021937,102.53137055784286,252.98781465109272,56.431101572126586,102.99617398590551,31.61011770045733,191.03739325848943,277.06159243138814,346.4376276185621,251.6711327113102,875.1703527612605,436.8509878616256,405.3711576965105,232.9565226862074,1075.1786682443435,192.42451488502118,227.97471619130175,188.4967627274899,608.8959938038129
41,1179.17936155969,1920.23613189899,888.6383805936507,3988.0538740523307,71.56420031041166,71.6381949242827,102.22674735595025,245.42914259064463,48.47007747475866,97.52989681488732,31.51620327003739,177.51617755968337,254.4278315274263,334.01161943327804,250.92341163966796,839.3628626003723,395.65091670366513,390.6902827824534,232.26440317725763,1018.6056026633762,180.54286455125495,220.44796492719007,187.93673424941503,588.92756372786
