hour,Denver_Res_mw,Denver_Com_mw,Denver_Ind_mw,Denver_mw,East_Res_mw,East_Com_mw,East_Ind_mw,East_mw,Mountain_Res_mw,Mountain_Com_mw,Mountain_Ind_mw,Mountain_mw,North_Res_mw,North_Com_mw,North_Ind_mw,North_mw,South_Res_mw,South_Com_mw,South_Ind_mw,South_mw,West_Res_mw,West_Com_mw,West_Ind_mw,West_mw
1545,1853.828592801694,1599.8512969746587,973.8548160222509,4427.534705798604,92.75615143718453,52.10601163766741,112.02983397180694,256.89199704665884,109.98492330917583,98.72294353228719,34.53846582313758,243.2463326646006,361.1961131561392,259.2596326694473,274.98584150144274,895.4415873270293,681.1927570546253,315.6103023569205,254.53751780741203,1251.3405772189578,320.8903297792739,209.41718990481735,205.95902422537617,736.2665439094674
1546,1835.5140526179587,1677.85143548725,994.7070807365135,4508.072568841722,93.48280703448256,56.51069972264349,114.42862660027777,264.4221333574038,109.86405032124637,100.75364078428684,35.27800648188821,245.8956975874214,379.78540707625933,276.6640471921326,280.8738624521255,937.3233167205174,698.6249150211517,334.4578905142228,259.98769745812314,1293.0705029934977,346.75042881435445,210.93230436276576,210.3690369118469,768.0517700889671
1547,1678.312686666385,1857.2243268421794,1012.5142768285914,4548.0512903371555,91.54767766617347,68.13396934617329,116.47712211406215,276.1587691264089,102.17194398734468,103.28476206743697,35.90955157825511,241.36625763303675,368.93733584832194,310.6853309260183,285.9020522003285,965.5247189746688,608.5852493902936,373.3132119579661,264.6419841318811,1246.5404454801408,308.04141753812064,219.12867189937035,214.13505282199515,741.3051422594862
1548,1523.5410764098003,1989.3889529494124,1024.4807014422606,4537.410730801474,85.98013635474487,74.16049397195879,117.8537098154828,277.9943401421865,87.1477692033511,105.70071904178425,36.33394948720885,229.1824377323442,335.6752442502248,329.22320793837366,289.28099255983096,954.1794447484294,528.555248932126,388.49403701674754,267.76966185969064,1184.8189478085642,287.58253749391946,222.14886805071419,216.66581315336012,726.3972186979937
1549,1394.173504864451,2070.1485622166424,1034.2217197869293,4498.543786868023,83.66713588866962,76.83963627884066,118.97429231907093,279.4810644865812,72.56232274240486,105.72484268249791,36.679421752319264,214.966587177222,298.41462787041877,339.72967493055194,292.03154847691394,930.1758512778847,462.68123129749495,405.4870864401292,270.3156826726244,1138.4840004102487,253.88564703010215,227.6928791780275,218.7259258110395,700.3044520191692
1550,1275.7149912143523,2084.9278509711216,1019.8871458247833,4380.5299880102575,73.41717189655559,77.63140908253241,117.32527861126263,268.37385959035066,67.55395300684275,106.85456733165906,36.171035712906274,210.57955605140808,259.4293543274433,343.91195174960643,287.9839175377911,891.3252236148408,425.2524191749764,412.6276184995906,266.569039112289,1104.449076786856,224.15988192137038,230.9013357127832,215.6943292964902,670.7555469306437
1551,1211.8991763840338,2066.612846012382,975.7954030375505,4254.307425433966,69.27769059633196,77.02892212980748,112.25307427164941,258.55968699778884,66.16797470581724,105.0221794055752,34.6072901460264,205.79744425741885,252.75551125163292,342.60421164458774,275.53380198243985,870.8935248786605,394.4817301637224,410.6793480415253,255.04473119675606,1060.2058094020038,202.28188031316085,232.07179562539997,206.36943592280767,640.7231118613686
1552,1110.0793771072854,2002.2263073116596,940.489824642184,4052.795509061129,65.3459288121206,75.37213451554736,108.19160841366144,248.9096717413294,61.16210094326604,103.52664401107009,33.3551522577987,198.04389721213482,234.44352256304586,334.7148007503637,265.56462174631395,834.7229450597234,371.1020005317502,402.49748065393703,245.81687285312972,1019.416354038817,178.1471091811301,229.17166161875107,198.90271464527376,606.2214854451549
1553,1008.2980480512655,1908.798682013868,950.7428791107626,3867.8396091758964,66.07287738943467,71.81760011050244,109.3710942784133,247.2615717783504,52.8369784564429,97.68472724200859,33.71878425460107,184.24048995305256,213.17765571932787,323.99581607081643,268.4597604924757,805.6332322826199,342.0312731304591,389.91464312277583,248.49672511800426,980.4426413712392,163.87104373700882,222.27624248367516,201.07111701792252,587.2184032386065
1554,998.1363953018451,1830.5136818030746,958.8303497528561,3787.4804268577755,65.02449487423291,67.6792195318785,110.301456770213,243.00517117632444,49.49304904137738,94.73685645927648,34.00561225377707,178.23551775443093,214.59750981331905,310.22220478387453,270.74340676453306,795.5631213617266,355.8748152336577,364.4363844649435,250.61055632642515,970.9217560250264,167.18179471663848,214.73096480490756,202.78152347121764,584.6942829927636
1555,1111.7018962695772,1724.8602326630732,950.8747645764726,3787.436893509123,64.79263078948013,64.09371547395227,109.38626605410685,238.27261231753926,52.03945740300698,91.00655140754712,33.7234616680872,176.7694704786413,238.4167728297776,292.20764989909037,268.4970007824793,799.1214235113473,376.194851496735,339.3328041377346,248.53119616905252,964.0588518035222,179.95627277665218,203.3279548589156,201.09900926775305,584.3832369033208
1556,1293.5360306750692,1636.4029646323936,948.1482844295441,3878.087279737007,70.68037054589566,62.40528733723715,109.07261856460175,242.15827644773455,57.21566573594007,88.2542851041909,33.626765076538994,179.09671591666995,260.20266650513145,280.69379130096434,267.7271289030112,808.623586709107,437.6443680597375,323.5788634832866,247.81857301667648,1009.0418045597006,195.3385003280884,194.0435808705109,200.52239026726906,589.9044714658684
1557,1510.5014369313874,1739.124385049946,909.1787157469425,4158.804537728276,83.04388758816657,67.67436019407612,104.58965638416416,255.30790416640684,63.34000291134101,98.85777314415176,32.24468112116664,194.44245717665942,301.7081477190971,302.58878108946124,256.72335353441605,861.0202823429743,500.3586225912332,348.2283294164349,237.6330534512342,1086.2200054589023,221.65035558310618,203.58333101371534,192.28077744336227,617.5144640401837
1558,1710.2608613684108,1686.3647074249361,891.7664959171942,4288.3920647105415,88.23612116692993,66.26328304823069,102.58659795644597,257.0860021716066,70.92305293729326,99.61852011237298,31.627144143785223,202.16871719345144,339.8151110469558,290.4910613423622,251.80669260763773,882.1128649969556,548.3643020029897,340.17093128345897,233.0820021630308,1121.6172354494795,255.07683316406496,203.44094518669024,188.5982944420657,647.1160727928209
1559,1845.0233445506426,1572.9969200915582,860.0296123345505,4278.049876976751,91.0656968397428,60.804798160096816,98.93566586672378,250.8061608665634,81.90982784216517,96.64786946234204,30.501572599733844,209.05926990424103,361.4723222082891,265.06901906916283,242.84519907182184,869.3865403492738,587.58679162085,322.39636725294486,224.78689755692045,1134.7700564307154,270.79406379870323,187.92541268398992,181.88631082079633,640.6057873034895
1560,1894.2864208910082,1428.741175398171,841.5292272557938,4164.556823544973,91.08689948194296,54.63788209209785,96.80742761735802,242.5322091913988,85.52940003063017,90.13182024359509,29.845443054297654,205.5066633285229,357.46111416684965,237.27281935577395,237.62127464768423,832.3552081703078,589.404626433557,302.65437450349725,219.95143130573703,1112.0104322427912,276.791827022141,166.33378981541142,177.97369346148824,621.0993102990407
1561,1792.807700838972,1316.7702423558396,845.519001351331,3955.096944546143,84.50172364000663,48.40871553546311,97.26640129819242,230.17684047366217,85.25373538138876,81.5020840176301,29.98694327997154,196.7427626789904,337.0596685440643,216.94691056098281,238.7478608379577,792.7544399430049,572.5265312483283,281.1899069694986,220.99424300434154,1074.7106812221684,249.8856662292713,150.36534712644993,178.81748451337512,579.0684978690963
1562,1662.1847886597056,1263.3427316846462,829.9826458271217,3755.5101661714734,80.75015259690147,45.29880692926673,95.47913763088991,221.5280971570581,81.41240144691974,77.02687614365315,29.435935187737844,187.87521277831073,321.461013024511,204.1387370494753,234.36088474316298,759.9606348171493,526.9981641256372,263.7756287370767,216.93348845875292,1007.7072813214668,231.0211379587073,144.89462106471015,175.5317251053613,551.4474841287787
1563,1608.8716387577017,1198.8238827312534,814.3094383847026,3622.0049598736578,84.87018591351823,44.73137056409102,93.67613085956047,223.2776873371697,81.15752193082402,71.33785256142643,28.880073543185922,181.37544803543636,317.05212097355536,193.72400190044218,229.9352659890408,740.7113888630383,505.93697621466407,251.03687329805132,212.83696477489525,969.8108142876106,221.22267515144628,142.24479767355186,172.21702310028462,535.6844959252828
1564,1558.0432916574214,1158.7493225096966,839.3043807272254,3556.096994894343,82.2524534970242,43.32854949311431,96.5514868106715,222.13248980081002,79.79036745530864,66.4405571333644,29.76653726205384,175.99746185072686,318.2600424434949,186.8280125262143,236.99304825828372,742.0811032279929,490.3746434300666,240.74113393275283,219.36992069084133,950.4856980536608,210.99963373249537,143.40547119247668,177.50316416642679,531.9082690913989
1565,1527.4644830714017,1134.1660204898972,829.887615726584,3491.5181192878827,85.19246472516231,43.43960956837312,95.46820560466753,224.10027989820296,82.28438706986609,65.72233944237753,29.43256487644956,177.4392913886932,325.55403999486407,183.39878879321418,234.33405124423237,743.2868800323106,500.0225054216383,238.0435998929913,216.90865033554414,954.9747556501737,216.14528456030368,144.69519936601375,175.51162733877766,536.3521112650951
1566,1564.9382569307265,1122.9954492969025,882.252858961127,3570.186565188756,84.26551788111318,42.44255290184818,101.49217284181789,228.20024362477926,86.48111835269873,67.54805270628587,31.289736124176105,185.31890718316072,338.65569834145646,187.66095973476766,249.12034201300906,775.4370000892332,526.0340391694264,239.70262491347455,230.59541227686148,996.3320763597624,226.88553587582132,148.23885823225194,186.58627031683787,561.7106644249111
1567,1680.1720872942362,1197.0767192106223,928.9796712087617,3806.22847771362,88.01463176312517,42.994325452431205,106.86750901309242,237.87646622864878,88.18751730888467,70.25362842930207,32.94693633645315,191.38808207463987,364.06086610572197,194.77679941534294,262.3145179570978,821.1521834781627,576.5287131629431,250.75193996264838,242.80845123183252,1070.089104357424,241.25856388359927,154.1970725108265,196.46845038860056,591.9240867830263
1568,1842.996745438299,1359.122791620636,984.6244192218082,4186.743956280743,94.71902448897895,48.005019027891876,113.26874231680716,255.992785833678,95.49711770727835,83.26685196096886,34.92041759450733,213.68438726275457,382.66036966586404,222.4041663437289,278.02683729439184,883.0913733039848,632.9550381403129,287.08332356834444,257.35238098936236,1177.3907426980197,271.24814936945586,170.59190145810734,208.23667067716988,650.0767215047331
1569,2020.9858740579803,1609.043578931357,983.4148025291303,4613.444255518468,103.08046079213574,52.9235025224853,113.12959102338979,269.13355433801087,101.82190705156503,94.32730748448697,34.87751766310913,231.02673219916113,420.24862181364284,263.06183868488836,277.6852797453016,960.9957402438329,692.1422567979959,324.0887558751871,257.03622212729476,1273.2672348004776,311.2158653115085,203.72177979234968,207.98085074424776,722.9184958481059
1570,2041.9970820807175,1740.1571898415414,998.2205684572976,4780.374840379556,98.62123973406648,56.48894714234177,114.83280948210523,269.9429963585135,100.26952725919121,93.9397473135516,35.40261486659588,229.61188943933868,433.7415791018196,292.7974992315786,281.8659604133505,1008.4050387467487,711.075754145625,339.1545695371453,260.90602165653706,1311.1363453393074,328.2858905611488,207.718356420705,211.11209890701807,747.1163458888719
1571,1799.7382968987874,1884.5126032213502,1022.6825814159806,4706.933481536118,85.81342201212992,67.36970678992758,117.6468585634365,270.829987365494,93.34144127937269,97.20157943390853,36.27017785918811,226.81319857246933,391.91874917387736,312.70281428067136,288.7732602568098,993.3948237113586,615.5494073409576,371.98743442494606,267.2996852259265,1254.8365269918302,303.1773060346948,214.51471377481383,216.28553157549064,733.9775513849993
1572,1508.5985503391628,1983.0404481428016,1036.5221813038818,4528.161179785846,78.48764488690182,73.04333608141108,119.23893168580464,270.76991265411755,79.8516969346853,100.51750254992412,36.76100928484823,217.13020876945762,331.01477603001456,324.8027245830752,292.681126150786,948.4986267638758,533.546508345479,386.12806338982534,270.9169568612435,1190.5915285965477,259.345818612615,218.12266073390072,219.2124468011341,696.6809261476499
1573,1297.206336212715,2040.5809706372686,1057.001742830383,4394.789049680367,68.77351945321769,75.91034094005362,121.59484946726674,266.278709860538,66.36378323765918,101.320123714774,37.48733175532183,205.171238707755,273.9928617564913,334.5445934361204,298.4639074928221,907.0013626854338,461.86520092535716,402.9199644054047,276.26972266470455,1141.0548879954663,230.54444104906466,223.7183718004807,223.5436370762822,677.8064499258276
1574,1209.2870320052648,2053.7550296098793,1038.791451063211,4301.833512678355,62.33043265814179,77.2067311719162,119.49998283038212,259.0371466604401,52.85597224451017,102.2605052125563,36.8414905791198,191.9579680361863,249.61829156916545,340.8443682783586,293.32189625747577,883.7845561049999,423.8496235790094,410.3305576676683,271.51007842543555,1105.6902596721131,203.78937587177376,227.83543757722936,219.6923710954397,651.3171845444429
1575,1149.3553608651462,2044.3687027210344,999.922708459987,4193.646772046168,60.84607994226607,76.79512792855293,115.02861943114563,252.66982730196463,54.86807166416644,100.96880940480047,35.462982493619805,191.29986356258672,231.8766867068763,339.4975089801185,282.34659098917354,853.7207866761682,390.15697969359604,408.6882715816016,261.35091188464617,1060.1961631598438,189.7500668723146,229.5699466091332,211.47208182057062,630.7920953020184
1576,1049.573086454455,1988.5221222152327,962.2031663244331,4000.2983749941213,57.86928699592843,75.31803319921084,110.6894571931862,243.87677738832548,49.50826898453706,100.39931415962207,34.12523163437524,184.03281477853437,209.0264016250395,333.96032527388655,271.6957836362247,814.6825105351506,358.81946810690073,400.29727737542333,251.49211314991095,1010.6088586322351,173.858460026375,228.09156447910348,203.4948351461658,605.4448596516443
1577,982.0337697376666,1899.7562297604757,961.839957952141,3843.629957450283,50.995916483225926,72.01458666245507,110.6476746061151,233.6581777517961,45.91558084731403,95.45001966896393,34.11235018660017,175.47795070287813,194.4297491636676,323.64454466289,271.59322506357927,789.6675188901368,329.02842703607206,388.952743937298,251.39718097315412,969.3783519465243,144.96128260340706,222.23623765894735,203.41802077844173,570.6155410407961
1578,993.1083158726109,1820.4257761848155,964.339110289752,3777.8732023471784,51.60960012225587,67.70181466689992,110.93517087028764,230.24658565944344,42.245561293465975,92.2209614400642,34.20098443287515,168.66750716640533,185.30861158643685,308.6913213882547,272.2989067496907,766.2988397243822,326.55033425491615,364.67892236595264,252.05038720284284,943.2796438237117,148.12170615674722,214.86906283853014,203.94656257787273,566.93733157315
1579,1084.7415218392123,1711.00093824518,956.1121674058408,3751.8546274902333,54.88100453517041,63.97777595137012,109.98876383895549,228.84754432549602,42.50296352647425,87.87442707697586,33.90920994970785,164.28660055315797,211.46783513420854,288.12865712207855,269.97587792168,769.5723701779671,370.34632518123726,338.8893038456156,249.90010197925332,959.1357310061062,164.33912817727693,202.456496292513,202.20665935939385,569.0022838291837
1580,1244.667140457529,1620.4083937109845,955.332826030711,3820.4083601992243,62.28901156144331,61.309298040094966,109.89911034705229,233.49741994859056,49.11621980152761,85.83575000896995,33.88157004383418,168.83353985433175,246.40672679650186,272.2769822057068,269.75581653231166,788.4395255345203,415.55804131793406,321.232153861827,249.6964046561139,986.4865998358749,181.16436507936004,193.0152743111871,202.04183767702457,576.2214770675718
1581,1409.6378360844546,1707.731966497591,920.3353952166963,4037.705197798742,77.0746330154307,66.76753690800678,105.8730930197998,249.7152629432373,57.08961647821441,94.30672141158544,32.640360832583696,184.03669872238353,275.38583667966844,293.0471551037365,259.87364744052735,828.3066392239323,472.60350649002385,344.8990202879354,240.54908718899733,1058.0516139669567,212.25516496641234,201.8434568282472,194.64028604708955,608.7389078417491
1582,1567.3121387554104,1633.8284453171607,897.2411802585435,4098.381764331115,77.50824592705472,65.2629031182618,103.21639201580543,245.98754106112193,63.74273189146293,95.40260403897416,31.821307785947504,190.9666437163846,295.0422856158606,280.1066158863911,253.35257055144646,828.5014720536981,524.1184450173917,335.29669895209014,234.51292650626917,1093.928070475751,226.8248385296503,199.83886208219178,189.75612682768949,616.4198274395316
1583,1704.174876832158,1525.5625327209125,845.0274128351757,4074.764822388246,82.76993402288737,59.868572992366545,97.20985017892778,239.8483571941817,73.15162253559407,90.88108486566291,29.969508737486425,194.0022161387434,313.0541326311599,254.7879439402344,238.60905176748497,806.4511283388792,570.5879652428188,317.1623493749796,220.8657559664113,1108.6160705842096,235.76823507455794,180.8798863271809,178.7135192308279,595.3616406325668
1584,1742.0347372089502,1398.8864925002977,828.1690805724479,3969.090310281696,83.37066740822699,54.16626329547194,95.27050959821456,232.80744030191352,74.57046430071942,84.08508091800353,29.371615783514507,188.02716100223745,322.72114038197196,232.96023049802173,233.8487911954705,789.5301620754642,560.568917082798,297.99303457382973,216.4594748884428,1075.0214265450704,237.75593987139655,161.10882742946498,175.14817704041738,574.012944341279
1585,1591.045686208556,1284.765513020228,829.910510315687,3705.721709544471,76.1892797253822,47.909459986127814,95.47083934121004,219.56957905272006,70.75553531929876,77.18206206861835,29.433376849620775,177.37097423753787,295.2385508073807,212.72416165133131,234.340515953085,742.303228411797,505.70995866363717,273.5650580870495,216.91463431979477,996.1896510704815,217.45736371000513,145.70050767367402,175.51646927943872,538.6743406631178
1586,1422.1056751130607,1208.1585718281656,803.6322474829567,3433.896494424183,71.09871740700142,44.57542799164795,92.44785339527307,208.12199879392244,67.25156550859478,72.69611897734409,28.501399240836278,168.44908372677514,268.34713764939863,195.78070710846285,226.92036451021394,691.0482092680754,453.74328490874143,252.71531519695077,210.04625549813977,916.504855603832,191.2492379817424,137.73890579299766,169.95892078009092,498.94706455483094
1587,1294.6867274243284,1127.8441842159766,788.6873572610571,3211.218268901362,66.1305077081998,43.61770667392866,90.72863042410688,200.47684480623533,66.65961048937736,67.12447984976464,27.9713678935889,161.7554582327309,267.2402650706465,184.12799216122954,222.70039953576148,674.0686567676375,438.0562473602484,239.3441369274117,206.14009289730743,883.5404771849676,176.82230286835613,130.31492516944226,166.7982494391305,473.9354774769289
1588,1192.238037211317,1084.6762364632725,812.1716468921211,3089.085920566711,66.23151760471326,42.302917395380874,93.43020464752152,201.96463964761566,67.28677154985866,64.12279292234558,28.804255220794595,160.21381969299884,281.5408143947947,178.43712983512592,229.33162119222877,689.3095654221494,417.98442214828856,230.60638641241036,212.2782078317052,860.8690163924041,165.6332573306575,128.9073198756703,171.76490493794105,466.3054821442689
1589,1151.8429462690692,1064.3958051255072,801.8219927756876,3018.060744170264,64.90206819777089,41.882766631699624,92.23960619973073,199.02444102920123,68.02440043110019,61.865405749843354,28.43719724757247,158.327003428516,293.96724576643396,175.77695775702568,226.40920575654715,696.1534092800068,425.8434353293169,228.9410289632742,209.57310720929163,864.3575715018827,162.35915572587592,130.47190785820075,169.57607285761372,462.4071364416904
1590,1159.9075779081222,1049.742194418,837.8612034212074,3047.5109757473297,63.630260947941565,40.74844007017769,96.38546728566114,200.7641683037804,69.30441079635523,61.78677368580896,29.715353934477125,160.8065384166413,294.9497577334745,176.47930090152676,236.58554056883972,708.0145992038409,452.9476046440166,229.4422773280001,218.9927158311578,901.3825978031746,168.83569851354207,133.3727739945179,177.1979488665264,479.40642137458633
1591,1202.8170915398593,1084.8351386181218,898.6966542430614,3186.3488844010426,68.02964138211264,41.24866931423789,103.38382612010223,212.66213681645274,72.090801329067,63.95554358388381,31.87292722412625,167.91927213707706,315.8938519167851,182.06221483691422,253.7635504345166,751.7196171882159,479.2477245023667,236.96695621516042,234.89334536250652,951.1080260800336,179.40859372601398,137.71215075147344,190.0639427327965,507.18468721028387
1592,1297.5114897819005,1213.334742369343,949.7799145690628,3460.626146720306,75.58623992411088,45.65415042837081,109.2603172344921,230.50070758697382,79.04322274402615,74.92993263762267,33.684632020238006,187.65778740188685,341.93793310764937,212.58650549518615,268.18784972048104,822.7122883233166,507.0389005969756,263.3813773580376,248.2450340033246,1018.6653119583378,202.78600778385152,149.02086278557604,200.86746116069506,552.6743317301226
1593,1474.8579748011875,1440.6648548941237,949.2189791671399,3864.741808862451,85.71743497249402,50.688348210838654,109.19578862210302,245.6015718054357,83.50675132640725,85.69017950858508,33.66473804026321,202.86166887525553,366.39011211483506,249.82236996587466,268.02945927974184,884.2419413604516,570.0645575560807,291.45724291604654,248.09842169263237,1109.6202221647595,242.32567457960565,177.68208394677455,200.74882981428408,620.7565883406643
1594,1595.5475506006492,1586.7757254122255,972.3124061372364,4154.635682150111,82.67531445253924,55.371644998358185,111.85239897791283,249.89935842881025,84.75296456213722,86.39314008748187,34.48376314033273,205.6298677899518,374.1429705763342,270.2794522447287,274.5503136658838,918.9727364869467,583.7263381629124,310.1349457030925,254.13437641804478,1147.9956602840498,259.2087693517631,181.85427147326945,205.6328223833288,646.6958632083613
1595,1522.9714714418328,1789.0803940784208,989.6186865675749,4301.670552087829,78.43824853186423,66.86426593438132,113.84327040082115,259.1457848670667,80.35946799658002,92.54112677748425,35.09754290024636,207.99813767431064,342.70687527747157,298.97377918329624,279.4370606522927,921.1177151130605,517.0270145324262,353.2583444034163,258.65773820744386,1128.9430971432862,229.61825704458127,198.49797023987705,209.29290042757165,637.40912771203
1596,1298.8455092010797,1910.4351824150674,992.264313597441,4201.545005213588,77.92286241145,72.42674016270651,114.14761674899432,264.49721932315083,67.91298903260854,97.26955134360969,35.191371977485026,200.37391235370328,281.05021590635596,315.88760796096057,280.18410216519317,877.1219260325097,443.6562048578829,372.06604487459384,259.3492286905704,1075.0714784230472,213.01026744490883,209.3005391143067,209.85241992942218,632.1632264886377
1597,1131.9118414900133,1992.2441855212705,1000.1813925468832,4124.337419558167,66.9615899887423,75.08302775350016,115.05837780460062,257.1029955468431,56.96298193258197,97.75946361322157,35.472156911969705,190.19460245777324,231.2352758443785,323.3273954713978,282.41963520495176,836.982306520728,387.82511571819606,394.81449555740585,261.4185244325245,1044.0581357081264,193.5755296003788,219.42950062055937,211.52679051147942,624.5318207324176
1598,1053.239735814118,2035.085061446346,979.2537252679757,4067.57852252844,55.37486091989916,76.62581166203805,112.65091105278076,244.65158363471795,50.2655092290499,99.63540061986393,34.729942046695555,184.6308518956094,219.95814911321753,330.0134679843275,276.51032295155204,826.4819400490971,361.24430462863313,406.15765952426887,255.94863672951928,1023.3506008824213,187.1622099625957,226.30433492154543,207.10083105513817,620.5673759392794
1599,1009.5322350445756,2052.306187517159,954.6627320807329,4016.5011546424676,55.83618974158902,77.98765280832649,109.82202440700613,243.64586695692162,45.754061657460376,99.27473398156816,33.857804676955226,178.88660031598377,213.09348757025015,334.8216286510396,269.56660316530036,817.4817193865902,349.89016984734485,410.43811027427523,249.52126145415096,1009.849541575771,170.56394199596613,230.5242038572656,201.9001205608732,602.9882664141049
1600,947.1725966071899,2011.5766218484207,914.0924999857444,3872.8417184413547,54.80469328551323,77.94829988208663,105.15492589188683,237.9079190594867,43.12390262925397,98.32163862513434,32.41895203527203,173.86449328966034,188.29992541202753,333.78952883696473,258.1108510049143,780.2003052539067,334.24991334629624,408.1226656430475,238.91737471001744,981.2899536993611,153.99142782666962,230.3796496727273,193.31998594798452,577.6910634473815
1601,927.5507634920366,1934.9900263550246,924.854005833768,3787.3947956808292,48.203747837049825,76.34206032700214,106.3929027377221,230.93871090177407,41.29982800640237,94.1033880397294,32.80061662820963,168.2038326743414,177.69625692702851,327.5194444736233,261.14956036153967,766.3652617621915,310.3234485977786,398.9182802856664,241.7301214781797,950.9718503616248,144.33101190377715,224.92568473174052,195.59591990363072,564.8526165391484
1602,977.5354819326781,1861.462658632969,917.2380908624639,3756.236231428111,45.506873740631804,72.29248020765188,105.51678683652075,223.31614078480442,37.99517660715849,91.17802746593686,32.530512692160194,161.70371676525554,194.08471257219017,314.71402033745994,258.99906651714747,767.7977994267976,328.6418680620183,376.03640999550214,239.73954130058598,944.4178193581064,144.7089108158705,218.3425852884467,193.9852420179063,557.0367381222235
1603,1091.30266939095,1742.975057238816,912.5720095532754,3746.8497361830414,50.286289443509006,68.05089344168726,104.98001245725291,223.31719534244917,37.853115610278124,87.46452130146655,32.36502674171468,157.68266365345934,214.19503954063202,294.23504930112097,257.6815125304431,766.1116013721961,370.81126217105424,347.721239546914,238.51996243237278,957.0524641503409,165.88835613851785,205.44421702740607,192.9984198165005,564.3309929824244
1604,1229.953606546328,1627.0625131702645,914.1588672527256,3771.174986969318,59.11044915361266,62.62075611051467,105.16256061708275,226.89376588121007,45.36396174926112,85.33749898252877,32.42130579842511,163.12276653021502,242.95611738631413,273.60335090918795,258.1295910249447,774.6890593204467,411.202144474568,324.45843901741154,238.93472119649888,974.5953046884784,183.07954732792288,194.59810600566766,193.33402185695476,571.0116751905454
1605,1289.8447704122584,1665.742438857696,862.0222648262727,3817.609474096227,64.88697291973624,66.23504027767856,99.16489564937552,230.2869088467903,50.26832822122756,93.37337039698815,30.572243462423465,174.21394208063919,266.0838392785079,288.3473430830429,243.40786119890797,797.8390435604588,444.68912178685144,340.66661470542743,225.3077193578203,1010.6634558500991,195.95721438587606,200.69415595085252,182.30773376399404,578.9591041007226
1606,1349.2693205543958,1560.7417551911622,825.8167376378142,3735.827813383372,68.58764439276672,64.37236607487992,94.99990192233103,227.95991238997766,54.301759186812944,94.0161497017777,29.288188238961204,177.60609712755183,282.87431629554163,272.7600278107727,233.1845638478846,788.818907954199,473.8973873785663,327.4066255777487,215.84464039590608,1017.1486533522211,215.05988061915826,196.1782317700375,174.65068373085043,585.8887961200462
1607,1388.7026660034355,1436.9284744593822,785.212156409097,3610.843296871915,70.58394070543936,58.921398509450555,90.32885196836746,219.83419118325736,58.58439666220103,87.74216254529573,27.848117380392058,174.17467658788883,288.05611171719966,247.06577166379552,221.71911257702766,756.8409959580229,488.3377158735741,306.77806042644175,205.23177578043658,1000.3475520804524,221.65294070763576,176.30796644559047,166.0632846736633,564.0241918268896
1608,1341.4568732667174,1317.7205930911728,761.270661433934,3420.448127791824,65.2769518368256,52.50311526429742,87.57468198021691,205.35474908133995,59.6856361227025,79.9668040616859,26.999014934781112,166.65145511916953,271.230660843458,223.6190204809988,214.95879057190717,709.8084718963639,459.036125630481,287.8242733477475,198.9741605760801,945.8345595543086,219.55894920987845,158.08722808746177,160.99993553531633,538.6461128326565
1609,1131.5278755394638,1200.4085399161881,770.4142457827006,3102.3506612383526,54.73445016182175,45.65656282010401,88.62653716401479,189.01755014594056,57.417382099628135,71.77499998024267,27.323298770867453,156.51568085073825,233.83204430263572,201.5911584488275,217.54064999809455,652.9638527495578,403.22727608113985,261.340664171565,201.3640294001663,865.9319696528711,188.54718958308132,141.6337471420179,162.9336978163167,493.11463454141597
1610,964.4620563855243,1129.2111158168545,757.958446407266,2851.6316186096446,45.08562079667479,41.872452986807325,87.19365300812414,174.15172679160628,55.92871060227813,66.7365863942851,26.88154483183012,149.54684182839335,202.93931967015456,181.59632032200327,214.0235256624392,598.559165654597,329.3571026145603,240.6873701356357,198.1084432458767,768.1529159960727,169.86937121467327,132.3264637237453,160.2994403858406,462.4952753242592
1611,891.9766400794977,1058.6352961292255,752.3092990047763,2702.9212352134996,48.58964637152476,40.88933925599163,86.54378915247452,176.0227747799909,52.80254382481285,61.58815446433292,26.68119373094662,141.0718920200924,171.4399792572203,167.66676098639604,212.42838486046176,551.5351251040781,313.3170999474773,226.27164228229924,196.6319192980555,736.2206615278319,157.26962201127705,125.81928612995306,159.10471108165703,442.19361922288715
1612,849.8978892182769,1029.0452004883864,784.3524434967223,2663.2955332033853,50.140653172835194,39.879657629227566,90.22995273487581,180.25026353693858,54.212944301430724,59.72875326101766,27.81762703978559,141.75932460223396,172.15785548992196,162.36528105112828,221.47635680402175,555.999493345072,315.4795961714895,218.98440906957472,205.00707165910086,739.4710769001651,147.83281011710534,123.91055570896401,165.8814653412192,437.62483116728856
1613,827.0259471480451,1007.7608215146524,766.907587799091,2601.6943564617886,51.93298406205079,39.7029258759946,88.22313995815168,179.85904989619706,56.65881310475221,59.335939714104015,27.198932607731315,143.19368542658754,191.0033235315894,161.06378046979327,216.550480538935,568.6175845403177,313.81067126812064,217.64793338328786,200.4474902977636,731.906094949172,150.39948612509693,126.14789223833826,162.1920802315248,438.73945859496
1614,904.1479773196805,996.5778340921312,807.8762983266186,2708.60210973843,48.79243664586117,38.785311442308874,92.9360784402807,180.51382652845075,58.84042314928341,59.36127628345132,28.65191757540097,146.8536170081357,182.88243449702054,160.004273713353,228.1187504229993,571.0054586333729,316.02178047662795,218.21050929421398,211.1555277935796,745.3878175644215,156.8012221627105,130.29047236424674,170.85648842173774,457.9481829486949
