year,capex_overnight,fom_existing,fom_vintage,fom_new,opex_instate,import_cost,export_revenue,annual_system_cost,annual_system_cost_ex_trade,lp_objective
2030,7575708588.879567,459797072.4516129,0.0,190355072.40559304,444692273.1315667,0.0,0.0,8670553006.86834,8670553006.86834,1143444426.4991257
2035,7129964006.399294,354515896.0,190355072.40559304,180023805.4537708,473155636.11135095,0.0,0.0,8328014416.370008,8328014416.370008,1135433815.86679
2040,3218815067.490508,313855301.0,370378877.85936385,81497360.44716369,487348986.8356401,0.0,0.0,4471895593.632676,4471895593.632676,786165866.7964561
2045,6140517096.0225115,226142816.0,451876238.3065275,157350587.24415407,570849665.9906784,0.0,0.0,7546736403.563871,7546736403.563871,1143902770.5144796
2050,6316594038.702042,145769440.0,609226825.5506815,167260376.56284222,484306701.6968437,0.0,0.0,7723157382.512409,7723157382.512409,1082099421.4047623
