year,status,condition,wall_s,objective,prm_slack_mw,prm_dual,co2_solved_mmt,co2_cap_mmt,co2_dual
2030,ok,optimal,507.4811270236969,1126426755.1322339,0.0,105851.75282893276,7.383998404723442,8.404599999999999,-0.0
2035,ok,optimal,371.8619360923767,1110893706.1057131,0.0,101659.60727756823,4.354244379175768,6.3034500000000016,-0.0
2040,ok,optimal,504.4601502418518,771930217.7892787,-3.637978807091713e-12,97585.9108054138,4.202299999999903,4.202299999999999,-17.793018119243087
2045,ok,optimal,483.7296795845032,1272476073.6635,3.637978807091713e-12,93501.79017195481,2.1011500000000116,2.101150000000002,-151.42184933357225
2050,ok,optimal,168.70168948173523,1946001692.3543255,1836.8508139547885,-0.0,0.0,0.0,-62918.13537564325
