year,capex_overnight,fom_existing,fom_vintage,fom_new,opex_instate,import_cost,export_revenue,annual_system_cost,annual_system_cost_ex_trade,lp_objective
2030,7575708588.879566,459797072.4516129,0.0,190355072.40559304,444692273.13156676,0.0,0.0,8670553006.868338,8670553006.868338,1143444426.499133
2035,7128746558.308376,354515896.0,190355072.40559304,179994462.86681202,473452288.3661164,0.0,0.0,8327064277.9468975,8327064277.9468975,1135619661.7702014
2040,3222307727.87866,313855301.0,370349535.272405,81744405.84080762,487215083.26892614,0.0,0.0,4475472053.260799,4475472053.260799,786499007.0078574
2045,8853227072.574337,226142816.0,452093941.11321265,221510150.61703712,381321573.9737836,0.0,0.0,10134295554.27837,10134295554.27837,1196329271.3547528
2050,8666988310.426472,145769440.0,673604091.7302496,221871073.76265627,216700161.40929434,0.0,0.0,9924933077.328672,9924933077.328672,1020743565.9508148
