year,status,condition,wall_s,objective,prm_slack_mw,prm_dual,co2_solved_mmt,co2_cap_mmt,co2_dual,net_interchange_twh
2030,ok,optimal,443.3405077457428,764452806.6164137,0.0,105851.75282893276,8.404599999999833,8.404599999999999,-0.0,19.742282430562668
2035,ok,optimal,192.76228165626526,142864803.77506068,3.637978807091713e-12,101659.60727756823,5.329137411342315,6.8287375,-0.0,15.263350150158523
2040,ok,optimal,228.91157174110413,-265461438.85014826,130.56419752231886,-0.0,4.504699719277002,5.252875,-0.0,20.54702671233454
2045,ok,optimal,416.80246329307556,-117775757.95081703,0.0,93512.21433325938,3.677012500000024,3.6770125000000013,-0.0,18.853683332709394
2050,ok,optimal,320.4110691547394,-233279921.3299097,3.637978807091713e-12,89305.99454714886,2.1011499999999868,2.101150000000002,-0.0,25.72297036512032
