year,co2_path,cap_mmt,solved_mmt,in_state_mmt,import_mmt,slack_mmt,import_mwh,dual
2030,cap95,8.404599999999999,8.404599999999833,5.261962434309992,3.1426375656898413,1.652011860642233e-13,9493463.784039007,-0.0
2035,cap95,6.8287375,5.329137411342315,0.027294304780441304,5.301843106561875,1.4996000886576848,16016118.457412204,-0.0
2040,cap95,5.252875,4.504699719277002,0.021021586315180807,4.483678132961821,0.7481752807229984,13544557.743239826,-0.0
2045,cap95,3.6770125000000013,3.677012500000024,0.05591383544817912,3.621098664551845,-2.2648549702353193e-14,10938827.119508738,-0.0
2050,cap95,2.101150000000002,2.1011499999999868,0.18197944061142304,1.919170559388564,1.509903313490213e-14,5797542.930137359,-0.0
