datetime,East_2018_wind_point1_cf,East_2018_wind_point2_cf,East_2018_wind_point3_cf,North_2018_wind_point1_cf,South_2018_wind_point1_cf
2018-01-01 00:00:00,0.30375571362009585,0.5276021311196329,0.24240910695480788,0.07527721147793351,0.04343437240210963
2018-01-01 01:00:00,0.3433819617817291,0.3381444547108292,0.2367072548531416,0.09287019963911249,0.0
2018-01-01 02:00:00,0.47074595589206764,0.49580008740769715,0.3088318620227901,0.015392516200597336,0.0
2018-01-01 03:00:00,0.44621216322825974,0.20816291741154916,0.35995909483843525,0.03286938923236476,0.0
2018-01-01 04:00:00,0.3956017270103472,0.13829815072606588,0.49091664750076774,0.05717870487916968,0.0
2018-01-01 05:00:00,0.6266175045524535,0.14997522186973986,0.32540369964718996,0.07375833183729022,0.0
2018-01-01 06:00:00,0.6179407617472811,0.1481580874204831,0.3085295637643691,0.03980875729164436,0.0
2018-01-01 07:00:00,0.583802875372501,0.09852373419567448,0.46011855060113976,0.05187207804131446,0.0
2018-01-01 08:00:00,0.6364201831257849,0.07198736919154099,0.5939679206120484,0.22685994437472254,0.0
2018-01-01 09:00:00,0.47069025847675816,0.030752740286792035,0.3975570937809665,0.30508694053261065,0.0
2018-01-01 10:00:00,0.6444926096344011,0.02556938309132808,0.33126057407112336,0.15507227115954106,0.0
2018-01-01 11:00:00,0.9420916859149494,0.10154343464448223,0.3501784658694355,0.0006650882968832027,0.0
2018-01-01 12:00:00,0.9075270259328393,0.17976981679014276,0.6506445945765807,0.03209306776081565,0.0
2018-01-01 13:00:00,0.981089337265665,0.22033130780594104,0.5577395317569146,0.034786775231295614,0.0
2018-01-01 14:00:00,0.8290223515662167,0.20203320636486397,0.5901451027901244,0.0984747812688692,0.025656541448309856
2018-01-01 15:00:00,0.7839841364244842,0.17688622218751557,0.5500604764438497,0.13768724034262017,0.10100883629375992
2018-01-01 16:00:00,0.9649199086579012,0.36124786462762193,0.7343729587951663,0.12201754420306982,0.053513332855830174
2018-01-01 17:00:00,0.981089337265665,0.3065278655928731,0.9834636537614106,0.111845916723466,0.21910549122089096
2018-01-01 18:00:00,0.981089337265665,0.6420176675730932,0.9834636537614106,0.1309901593586387,0.20198092867569967
2018-01-01 19:00:00,0.981089337265665,0.5377327635482639,0.9834636537614106,0.35834556733732126,0.018460118734458214
2018-01-01 20:00:00,0.981089337265665,0.46269321841936256,0.7554770577124492,0.22953136094931073,0.0
2018-01-01 21:00:00,0.981089337265665,0.19557215544639714,0.4526114263667578,0.30375694174976725,0.0
2018-01-01 22:00:00,0.981089337265665,0.14112335483767213,0.4103187582068773,0.24270057836634748,0.06443335066738622
2018-01-01 23:00:00,0.9162931936429322,0.04058345601152359,0.24886934600978575,0.12560132252453737,0.2588945278581443
2018-01-02 00:00:00,0.7684783786043545,0.011574612225625122,0.19676518646480393,0.1391873835548328,0.061553145591559735
2018-01-02 01:00:00,0.6813901665355089,0.03910978792234227,0.10763607265149491,0.15903549712466158,0.08275235279833085
2018-01-02 02:00:00,0.5393242806222173,0.07192368272420015,0.04776400685056287,0.5668632676700942,0.08255750869915578
2018-01-02 03:00:00,0.3527842371714293,0.0651724881338935,0.1465200732055107,0.899417075129193,0.10167923621298838
2018-01-02 04:00:00,0.1371561595591923,0.1431718242544839,0.08941605362809028,0.8626398139109764,0.09705568700819145
2018-01-02 05:00:00,0.15199263254974169,0.9785379269967656,0.04737598804795397,1.0,0.03523111042696589
