year,capex_overnight,fom_existing,fom_vintage,fom_new,opex_instate,import_cost,export_revenue,annual_system_cost,annual_system_cost_ex_trade,lp_objective
2030,7575708588.879566,459797072.4516129,0.0,190355072.40559304,444692273.13156676,0.0,0.0,8670553006.868338,8670553006.868338,1143444426.499133
2035,7128746558.308376,354515896.0,190355072.40559304,179994462.86681202,473452288.3661164,0.0,0.0,8327064277.9468975,8327064277.9468975,1135619661.7702014
2040,3861124340.8232546,313855301.0,370349535.272405,97625512.10983172,435483597.9175351,0.0,0.0,5078438287.123026,5078438287.123026,791790533.703984
2045,12071350632.801601,226142816.0,467975047.3822367,297776036.4584293,216409039.7570388,0.0,0.0,13279653572.399305,13279653572.399305,1317684937.574008
2050,26250742647.24692,145769440.0,765751083.8406659,703516652.5735317,5705177.134615769,0.0,0.0,27871485000.79574,27871485000.79574,2383695655.489485
