year,co2_path,cap_mmt,solved_mmt,in_state_mmt,import_mmt,slack_mmt,import_mwh,dual
2030,statutory,8.404599999999999,8.404599999999833,5.261962434309992,3.1426375656898413,1.652011860642233e-13,9493463.784039007,-0.0
2035,statutory,6.3034500000000016,5.329137411342315,0.02729430478044131,5.301843106561875,0.9743125886576864,16016118.457412204,-0.0
2040,statutory,4.202299999999999,4.202299999999995,0.021021586315180807,4.181278413684814,4.440892098500626e-15,12631050.94417321,-0.0
2045,statutory,2.101150000000002,2.1011499999999956,0.05424161161715489,2.046908388382841,6.217248937900877e-15,6183420.852125077,-0.3524146047690522
2050,statutory,0.0,0.0,0.0,0.0,0.0,0.0,-35226.6379886624
